Threads, Peak Performance
18501,21092.697266
18502,14293.542969
18503,20537.939453
18504,26347.085938
18505,16546.949219
18506,26173.619141
18507,20306.046875
18508,27944.996094
18509,17684.195312
18510,30289.662109
18511,33478.714844
18512,25335.339844
18513,17955.097656
18514,34500.957031
18515,33659.890625
18516,28931.417969
18517,35650.781250
18518,20723.892578
18519,34418.617188
18520,38174.250000
18521,33221.355469
18522,36078.765625
18523,31709.351562
18524,30516.755859
18525,35051.703125
18526,37321.281250
18527,38288.343750
18528,40687.910156
18529,48022.117188
18530,38981.972656
18531,41537.242188
18532,41724.605469
18533,33142.253906
18534,42587.007812
18535,47330.492188
18536,44873.203125
18537,47555.765625
18538,32305.185547
18539,35127.406250
18540,42141.191406
18541,38146.632812
18542,40650.265625
18543,33520.894531
18544,31497.970703
18545,36209.859375
18546,38300.757812
18547,33620.851562
18548,36653.011719
18549,37505.296875
18550,37389.082031
18551,39010.945312
18552,37387.898438
18553,32356.896484
18554,37939.933594
18555,31165.156250
18556,36021.914062
18557,41881.285156
18558,32492.345703
18559,23616.628906
18560,32711.541016
18561,27794.289062
18562,33285.339844
18563,35642.343750
18564,35112.585938
18565,23581.080078
18566,25399.187500
18567,35696.515625
18568,30911.421875
18569,25669.099609
18570,16344.912109
18571,14687.359375
18572,25281.173828
18573,6682.840332
18574,25771.402344
18575,13204.334961
18576,22111.812500
18577,9242.220703
18578,15887.886719
18579,18520.951172
18580,11664.185547
18581,16760.306641
18582,16675.748047
18583,2889.547119
18584,5397.398438
18585,12531.873047
18586,13815.458984
18587,15874.463867
18588,7882.196289
18589,11794.141602
18590,-3472.409668
18591,1713.757446
18592,-4269.866699
18593,-4275.165039
18594,-12418.316406
18595,-5253.107422
18596,-10474.672852
18597,-5653.579590
18598,-11782.706055
18599,-10011.631836
18600,-19717.208984
18601,-15295.231445
18602,-19472.673828
18603,-4478.782227
18604,-17229.939453
18605,-27216.076172
18606,-26685.929688
18607,-24253.615234
18608,-23602.416016
18609,-30539.355469
18610,-29561.400391
18611,-24048.832031
18612,-30582.591797
18613,-27526.267578
18614,-24475.326172
18615,-26751.314453
18616,-33338.328125
18617,-25827.611328
18618,-18950.871094
18619,-42784.976562
18620,-24722.363281
18621,-38878.441406
18622,-23201.904297
18623,-33968.394531
18624,-34957.070312
18625,-44538.183594
18626,-36961.105469
18627,-39513.324219
18628,-30829.056641
18629,-31320.769531
18630,-28716.794922
18631,-41941.933594
18632,-38447.109375
18633,-33909.832031
18634,-33457.820312
18635,-35902.871094
18636,-36019.332031
18637,-40624.773438
18638,-34406.070312
18639,-30935.945312
18640,-28191.005859
18641,-29030.671875
18642,-38353.296875
18643,-37275.156250
18644,-34759.761719
18645,-36515.609375
18646,-30745.359375
18647,-30793.441406
18648,-40262.675781
18649,-37805.390625
18650,-34650.957031
18651,-41278.644531
18652,-41007.429688
18653,-36621.621094
18654,-41085.761719
18655,-47593.695312
18656,-37807.359375
18657,-37181.941406
18658,-37661.542969
18659,-24353.650391
18660,-35687.617188
18661,-33784.480469
18662,-37906.835938
18663,-33561.492188
18664,-32603.515625
18665,-31701.982422
18666,-34623.578125
18667,-33379.308594
18668,-37103.632812
18669,-24500.750000
18670,-23272.568359
18671,-20211.988281
18672,-24273.429688
18673,-28023.078125
18674,-19757.259766
18675,-19165.515625
18676,-17371.630859
18677,-24111.521484
18678,-21487.623047
18679,-23233.562500
18680,-17799.966797
18681,-21390.507812
18682,-25452.654297
18683,-10864.371094
18684,-33765.796875
18685,-20660.492188
18686,-13961.344727
18687,-10638.484375
18688,-5895.287598
18689,1752.031982
18690,-9970.130859
18691,-19825.929688
18692,-12319.282227
18693,-10615.952148
18694,-9608.653320
18695,-130.683777
18696,-3110.972168
18697,-7297.158691
18698,-4872.010742
18699,326.140808
18700,-2692.870850
18701,2609.750244
18702,8903.095703
18703,4559.074219
18704,6462.568848
18705,14125.034180
18706,8435.356445
18707,-480.794922
18708,13837.960938
18709,4368.967773
18710,14114.447266
18711,18729.707031
18712,5367.704102
18713,11644.815430
18714,18998.376953
18715,18834.152344
18716,18012.929688
18717,20853.373047
18718,20969.076172
18719,25868.806641
18720,16759.720703
18721,27316.900391
18722,28885.652344
18723,19478.863281
18724,31895.000000
18725,36270.085938
18726,26057.312500
18727,32307.517578
18728,23729.224609
18729,43425.164062
18730,28345.408203
18731,29769.337891
18732,29045.164062
18733,32364.662109
18734,29547.701172
18735,33752.656250
18736,35232.714844
18737,42951.375000
18738,38280.386719
18739,45011.460938
18740,34710.722656
18741,52896.625000
18742,36709.105469
18743,36380.550781
18744,48695.050781
18745,30459.953125
18746,41877.988281
18747,47757.925781
18748,39477.785156
18749,33319.171875
18750,40688.570312
18751,49862.285156
18752,36373.515625
18753,44026.066406
18754,41309.132812
18755,29024.345703
18756,32972.988281
18757,44591.699219
18758,36381.816406
18759,34324.480469
18760,40188.335938
18761,30209.392578
18762,44416.289062
18763,35936.742188
18764,41123.835938
18765,36556.914062
18766,30697.966797
18767,35878.996094
18768,39708.089844
18769,33020.007812
18770,34157.308594
18771,19137.443359
18772,41262.855469
18773,30563.828125
18774,33624.781250
18775,23931.904297
18776,15254.866211
18777,36512.382812
18778,32774.421875
18779,23611.285156
18780,25801.800781
18781,26023.232422
18782,22018.658203
18783,25460.730469
18784,25951.511719
18785,29008.226562
18786,14445.898438
18787,21301.423828
18788,17840.853516
18789,17690.664062
18790,17192.484375
18791,28032.291016
18792,16670.873047
18793,15689.171875
18794,26687.087891
18795,7017.426758
18796,18418.326172
18797,17459.531250
18798,10602.343750
18799,12589.312500
18800,15547.854492
18801,4259.675293
18802,13558.596680
18803,8641.377930
18804,4224.405762
18805,11097.815430
18806,-1032.148682
18807,4985.374512
18808,-298.564331
18809,-1772.649536
18810,-1079.645508
18811,-9671.322266
18812,-3265.801758
18813,-12996.869141
18814,-3072.568604
18815,-17462.205078
18816,-10468.581055
18817,-15761.613281
18818,-6900.638184
18819,-7204.530762
18820,-16495.230469
18821,-19208.224609
18822,-23250.482422
18823,-19778.160156
18824,-24563.904297
18825,-14250.257812
18826,-28604.359375
18827,-23390.201172
18828,-21887.892578
18829,-34598.750000
18830,-24096.289062
18831,-39157.640625
18832,-24024.623047
18833,-23651.988281
18834,-36546.617188
18835,-38625.191406
18836,-25659.332031
18837,-31795.587891
18838,-33509.500000
18839,-28029.144531
18840,-33037.996094
18841,-29622.644531
18842,-34994.214844
18843,-33175.273438
18844,-38050.304688
18845,-43509.105469
18846,-36917.160156
18847,-35982.023438
18848,-36569.035156
18849,-35722.898438
18850,-51238.921875
18851,-48789.351562
18852,-39109.863281
18853,-39545.613281
18854,-25977.046875
18855,-47623.113281
18856,-43532.910156
18857,-36174.832031
18858,-42962.175781
18859,-30563.033203
18860,-47540.414062
18861,-47370.167969
18862,-35942.031250
18863,-27658.537109
18864,-39560.941406
18865,-51104.203125
18866,-42286.390625
18867,-49806.437500
18868,-37420.003906
18869,-38810.265625
18870,-40864.789062
18871,-40073.699219
18872,-40503.792969
18873,-42502.867188
18874,-35720.078125
18875,-26583.787109
18876,-44594.136719
18877,-37986.328125
18878,-33681.457031
18879,-22052.378906
18880,-37019.886719
18881,-24235.683594
18882,-29715.611328
18883,-30615.845703
18884,-24786.923828
18885,-22707.750000
18886,-28555.167969
18887,-40421.187500
18888,-19168.578125
18889,-33151.859375
18890,-21625.824219
18891,-21288.123047
18892,-18186.412109
18893,-21459.669922
18894,-26810.541016
18895,-19606.039062
18896,-12388.608398
18897,-19726.691406
18898,-14384.245117
18899,-12511.218750
18900,-11501.122070
18901,-17886.539062
18902,-16205.499023
18903,-18404.789062
18904,-24054.408203
18905,-14405.254883
18906,-4870.290039
18907,-2301.622314
18908,-11895.017578
18909,-4956.130371
18910,-7263.683105
18911,-606.535583
18912,-6874.878906
18913,5894.682129
18914,-4792.851074
18915,-3074.678955
18916,4466.045410
18917,-1230.054932
18918,5653.639160
18919,5745.038086
18920,4879.403320
18921,11170.750977
18922,17766.519531
18923,1535.613647
18924,11472.653320
18925,17858.541016
18926,986.790588
18927,10220.515625
18928,20756.419922
18929,25727.433594
18930,17315.673828
18931,22463.210938
18932,11523.200195
18933,21748.757812
18934,28602.552734
18935,18910.238281
18936,32624.986328
18937,21970.361328
18938,30503.207031
18939,31832.705078
18940,28733.160156
18941,25190.533203
18942,34659.613281
18943,34424.070312
18944,26480.515625
18945,28428.552734
18946,35779.523438
18947,30362.708984
18948,32689.404297
18949,30383.164062
18950,40432.933594
18951,39602.789062
18952,39450.929688
18953,45124.179688
18954,45265.292969
18955,27711.972656
18956,33390.292969
18957,37245.675781
18958,36261.066406
18959,45129.121094
18960,30865.236328
18961,40529.007812
18962,40738.218750
18963,37693.320312
18964,45646.226562
18965,41823.281250
18966,42256.121094
18967,30566.271484
18968,38969.300781
18969,44278.289062
18970,35743.238281
18971,38839.542969
18972,40941.097656
18973,35611.101562
18974,40833.925781
18975,37278.804688
18976,48404.519531
18977,45305.714844
18978,37810.382812
18979,42063.546875
18980,44056.546875
18981,40106.738281
18982,38075.253906
18983,43724.023438
18984,36169.519531
18985,36286.855469
18986,44685.730469
18987,39346.917969
18988,39898.082031
18989,33858.011719
18990,30934.519531
18991,32365.845703
18992,31396.087891
18993,28289.626953
18994,28022.572266
18995,21215.011719
18996,39426.164062
18997,28728.617188
18998,25104.947266
18999,26031.990234
19000,29257.326172
19001,33508.656250
19002,35173.890625
19003,21360.511719
19004,30174.568359
19005,23497.312500
19006,15706.848633
19007,23704.017578
19008,7524.009766
19009,5364.105469
19010,21470.435547
19011,19234.478516
19012,9745.970703
19013,13590.063477
19014,18343.212891
19015,7618.846680
19016,14606.601562
19017,245.855087
19018,3290.443359
19019,13987.869141
19020,-41.461369
19021,2223.080566
19022,4017.627441
19023,1211.565918
19024,-3253.568848
19025,7382.557129
19026,-2954.927490
19027,-4250.813477
19028,-7684.603516
19029,-13144.731445
19030,-2704.321533
19031,-11541.796875
19032,1318.591431
19033,-13984.486328
19034,-13709.380859
19035,-12572.494141
19036,-15290.263672
19037,-19022.462891
19038,-25822.310547
19039,-26519.515625
19040,-8911.477539
19041,-20239.490234
19042,-26927.431641
19043,-31136.853516
19044,-19469.281250
19045,-31370.414062
19046,-26972.285156
19047,-27202.847656
19048,-27622.265625
19049,-25979.490234
19050,-27743.873047
19051,-35618.390625
19052,-33669.984375
19053,-29106.886719
19054,-31462.878906
19055,-39411.117188
19056,-32473.439453
19057,-42339.820312
19058,-41942.320312
19059,-38472.390625
19060,-24691.667969
19061,-45868.867188
19062,-40924.882812
19063,-38754.386719
19064,-31320.593750
19065,-42157.183594
19066,-38458.867188
19067,-48715.261719
19068,-32903.054688
19069,-48429.187500
19070,-48646.617188
19071,-28683.781250
19072,-33605.226562
19073,-42485.222656
19074,-41257.792969
19075,-38149.992188
19076,-38176.039062
19077,-43954.914062
19078,-29157.716797
19079,-48316.406250
19080,-29420.343750
19081,-37723.910156
19082,-33744.914062
19083,-45075.785156
19084,-37109.031250
19085,-42649.816406
19086,-31481.679688
19087,-38342.792969
19088,-40007.343750
19089,-32996.671875
19090,-43986.402344
19091,-40846.304688
19092,-33175.703125
19093,-37828.285156
19094,-35690.558594
19095,-28813.341797
19096,-34428.125000
19097,-21816.367188
19098,-32507.701172
19099,-40740.898438
19100,-25844.908203
19101,-28276.796875
19102,-28429.427734
19103,-27246.099609
19104,-32402.835938
19105,-25811.429688
19106,-34337.605469
19107,-24344.953125
19108,-20192.070312
19109,-25584.994141
19110,-23388.212891
19111,-13950.909180
19112,-18805.988281
19113,-15676.650391
19114,-18137.712891
19115,-21917.625000
19116,-16100.023438
19117,-22096.468750
19118,-14310.380859
19119,-12817.315430
19120,-20282.419922
19121,-24524.988281
19122,-2347.565186
19123,-11017.838867
19124,-18799.097656
19125,-5093.831055
19126,-8934.329102
19127,-3442.672119
19128,-5417.478027
19129,-3650.678955
19130,5736.759766
19131,-9788.646484
19132,4709.858398
19133,4609.165527
19134,-2172.889404
19135,11151.592773
19136,-811.708679
19137,104.263847
19138,11383.683594
19139,18114.525391
19140,17210.113281
19141,7996.500488
19142,11021.417969
19143,12019.697266
19144,7289.337891
19145,22779.224609
19146,16777.037109
19147,22729.833984
19148,20899.798828
19149,19086.710938
19150,17351.275391
19151,15618.591797
19152,30503.652344
19153,21211.337891
19154,17978.576172
19155,33370.277344
19156,15759.813477
19157,14663.029297
19158,17743.064453
19159,26099.154297
19160,32369.589844
19161,30714.570312
19162,33750.789062
19163,36446.035156
19164,35542.363281
19165,36058.738281
19166,41028.539062
19167,37646.820312
19168,40925.628906
19169,33044.925781
19170,38858.515625
19171,45078.062500
19172,43231.292969
19173,38356.167969
19174,29772.693359
19175,39395.558594
19176,43632.148438
19177,41626.015625
19178,35637.164062
19179,37173.726562
19180,47177.718750
19181,36492.269531
19182,48846.074219
19183,34561.449219
19184,38361.957031
19185,33176.476562
19186,36119.507812
19187,46046.820312
19188,50098.480469
19189,33780.164062
19190,39020.699219
19191,43456.457031
19192,38060.750000
19193,46104.679688
19194,30642.917969
19195,35975.031250
19196,34469.609375
19197,47535.152344
19198,30883.220703
19199,42484.609375
19200,38599.480469
19201,31055.687500
19202,30831.689453
19203,30292.066406
19204,30328.306641
19205,37356.718750
19206,37928.828125
19207,28969.914062
19208,30343.628906
19209,31705.373047
19210,36969.460938
19211,27738.628906
19212,32308.404297
19213,36782.847656
19214,27621.755859
19215,24376.521484
19216,16221.689453
19217,24516.705078
19218,22750.566406
19219,26042.197266
19220,29242.693359
19221,20896.900391
19222,5713.242188
19223,16711.203125
19224,14191.241211
19225,12571.028320
19226,10707.769531
19227,1752.312500
19228,2032.721313
19229,7552.524414
19230,11434.353516
19231,12759.576172
19232,2947.979248
19233,10246.994141
19234,-1866.895996
19235,6550.982422
19236,7054.831055
19237,1714.327637
19238,-13937.140625
19239,1630.280762
19240,-1142.808105
19241,-6924.751953
19242,-3708.638672
19243,-13793.322266
19244,-12590.540039
19245,-9034.369141
19246,-11299.167969
19247,-13706.599609
19248,-3645.208008
19249,-8420.322266
19250,-19143.710938
19251,-18477.152344
19252,-18128.986328
19253,-22021.349609
19254,-20756.642578
19255,-24879.992188
19256,-27970.320312
19257,-23349.148438
19258,-17761.681641
19259,-30728.041016
19260,-29391.708984
19261,-14669.188477
19262,-23453.996094
19263,-22476.916016
19264,-28562.792969
19265,-32021.519531
19266,-37653.996094
19267,-27038.167969
19268,-32903.183594
19269,-45164.039062
19270,-27235.609375
19271,-38216.890625
19272,-27029.298828
19273,-29756.158203
19274,-29026.679688
19275,-43362.878906
19276,-42972.144531
19277,-33750.597656
19278,-33563.195312
19279,-33325.804688
19280,-33929.976562
19281,-34618.265625
19282,-25561.453125
19283,-39966.117188
19284,-40650.742188
19285,-50641.304688
19286,-37936.070312
19287,-47421.292969
19288,-41114.750000
19289,-30248.750000
19290,-28115.039062
19291,-45253.085938
19292,-41108.894531
19293,-35103.863281
19294,-46779.898438
19295,-31685.839844
19296,-42515.917969
19297,-37160.128906
19298,-46747.597656
19299,-32183.304688
19300,-42045.714844
19301,-32531.000000
19302,-47428.164062
19303,-43435.363281
19304,-41150.101562
19305,-27601.097656
19306,-34191.972656
19307,-32376.626953
19308,-45618.492188
19309,-42250.062500
19310,-29698.310547
19311,-36888.609375
19312,-24006.291016
19313,-31984.625000
19314,-38168.320312
19315,-24844.105469
19316,-29003.849609
19317,-28657.994141
19318,-31264.876953
19319,-33734.906250
19320,-19259.302734
19321,-21284.164062
19322,-18389.386719
19323,-30192.804688
19324,-20019.957031
19325,-21207.695312
19326,-31151.414062
19327,-20765.015625
19328,-25202.841797
19329,-28491.542969
19330,-12468.194336
19331,-23019.291016
19332,-22658.417969
19333,-8747.155273
19334,-10855.274414
19335,-19426.197266
19336,-9304.944336
19337,-1424.130737
19338,-11957.336914
19339,-439.500732
19340,-2966.103760
19341,-2473.924805
19342,-12764.272461
19343,-1443.910645
19344,-13608.212891
19345,-12515.490234
19346,-398.687286
19347,-3151.114258
19348,14735.115234
19349,1800.268433
19350,6088.842773
19351,15629.425781
19352,21232.080078
19353,16394.117188
19354,12367.694336
19355,13326.921875
19356,12891.244141
19357,3442.389648
19358,15973.834961
19359,27577.695312
19360,8166.328125
19361,20570.214844
19362,32942.921875
19363,20275.582031
19364,19427.792969
19365,25225.466797
19366,21514.529297
19367,22982.119141
19368,25193.123047
19369,29884.914062
19370,20078.585938
19371,28297.945312
19372,34392.710938
19373,30570.988281
19374,36218.175781
19375,33390.140625
19376,44371.242188
19377,33479.773438
19378,38653.574219
19379,29281.478516
19380,33554.382812
19381,33243.960938
19382,46199.644531
19383,32741.843750
19384,45624.457031
19385,47613.328125
19386,29563.251953
19387,44008.738281
19388,35135.406250
19389,29926.941406
19390,26106.779297
19391,43785.914062
19392,49556.789062
19393,45281.632812
19394,45990.468750
19395,49607.906250
19396,40787.480469
19397,41625.429688
19398,39043.957031
19399,44822.730469
19400,41285.144531
19401,32619.726562
19402,31557.349609
19403,39437.789062
19404,34008.277344
19405,41414.675781
19406,27815.056641
19407,32232.015625
19408,42515.769531
19409,31789.833984
19410,44260.492188
19411,40656.972656
19412,50720.148438
19413,48296.679688
19414,39934.699219
19415,20068.808594
19416,44784.472656
19417,48070.847656
19418,37630.687500
19419,24553.880859
19420,34381.058594
19421,22020.439453
19422,30637.207031
19423,20388.164062
19424,40988.183594
19425,26474.271484
19426,29193.664062
19427,29891.865234
19428,28522.837891
19429,31661.128906
19430,35403.394531
19431,16321.575195
19432,17983.150391
19433,17655.388672
19434,22503.320312
19435,14206.329102
19436,18904.925781
19437,17306.240234
19438,15611.575195
19439,11177.120117
19440,9399.980469
19441,20861.105469
19442,20210.996094
19443,20068.287109
19444,13840.557617
19445,10693.968750
19446,8864.081055
19447,11640.722656
19448,3758.120605
19449,3245.406494
19450,-285.178467
19451,-6230.848145
19452,-7945.884766
19453,360.027374
19454,-3158.696289
19455,-2571.532227
19456,-5009.281738
19457,9234.177734
19458,-10720.537109
19459,-5614.616211
19460,-14555.983398
19461,-3899.738525
19462,-11435.214844
19463,-13133.123047
19464,-13240.970703
19465,-3794.905762
19466,-12067.365234
19467,-14975.964844
19468,-19907.722656
19469,-23421.054688
19470,-25268.699219
19471,-9201.912109
19472,-19537.041016
19473,-27999.630859
19474,-22043.886719
19475,-21865.761719
19476,-25073.693359
19477,-21670.583984
19478,-30463.744141
19479,-35634.023438
19480,-24900.246094
19481,-22929.884766
19482,-22856.445312
19483,-36899.695312
19484,-29010.076172
19485,-25794.582031
19486,-19669.558594
19487,-26484.580078
19488,-32335.726562
19489,-29196.978516
19490,-39345.285156
19491,-40231.179688
19492,-30835.619141
19493,-32688.609375
19494,-41327.792969
19495,-32844.519531
19496,-54211.531250
19497,-40381.203125
19498,-47349.109375
19499,-50429.812500
19500,-46895.816406
19501,-36363.593750
19502,-42769.726562
19503,-43255.773438
19504,-41910.890625
19505,-42437.261719
19506,-38650.187500
19507,-43402.714844
19508,-43125.101562
19509,-44281.699219
19510,-42654.812500
19511,-53219.621094
19512,-46149.050781
19513,-32604.296875
19514,-42421.648438
19515,-38256.648438
19516,-41869.390625
19517,-32504.664062
19518,-41297.562500
19519,-39507.054688
19520,-38022.730469
19521,-39201.789062
19522,-35490.597656
19523,-49513.933594
19524,-33023.882812
19525,-36993.808594
19526,-39216.480469
19527,-21286.169922
19528,-38307.089844
19529,-30359.607422
19530,-36692.074219
19531,-26278.164062
19532,-27174.820312
19533,-21688.767578
19534,-34050.363281
19535,-33282.800781
19536,-22108.398438
19537,-26287.269531
19538,-23590.855469
19539,-24764.128906
19540,-25726.837891
19541,-17997.246094
19542,-20804.615234
19543,-30095.433594
19544,-12693.560547
19545,-10773.320312
19546,-15837.599609
19547,-11811.093750
19548,-17568.421875
19549,-3605.848389
19550,-17647.800781
19551,-22362.427734
19552,-5373.759277
19553,-11510.522461
19554,-6842.958496
19555,-839.266541
19556,-11397.094727
19557,-2350.191650
19558,-7554.324707
19559,-5922.206055
19560,-8673.744141
19561,-1930.932861
19562,-6209.790527
19563,10963.781250
19564,9690.144531
19565,3015.481201
19566,2558.482422
19567,4638.743164
19568,-3355.164307
19569,9369.403320
19570,15425.256836
19571,12079.974609
19572,5472.548340
19573,17923.564453
19574,14962.288086
19575,5536.837891
19576,21528.664062
19577,17246.423828
19578,19110.935547
19579,27994.736328
19580,20907.060547
19581,28156.732422
19582,21231.933594
19583,18281.193359
19584,32707.800781
19585,29917.814453
19586,34662.312500
19587,37538.445312
19588,32925.539062
19589,26095.507812
19590,33406.921875
19591,24885.388672
19592,29793.320312
19593,39569.089844
19594,26315.605469
19595,27009.128906
19596,47265.535156
19597,27127.339844
19598,38474.039062
19599,33036.628906
19600,35304.121094
19601,34715.363281
19602,33382.265625
19603,44486.335938
19604,44687.789062
19605,41997.843750
19606,41762.710938
19607,41751.558594
19608,42642.859375
19609,52843.906250
19610,37683.398438
19611,46166.082031
19612,42025.027344
19613,40123.082031
19614,42459.101562
19615,48920.375000
19616,40050.859375
19617,32147.464844
19618,30890.873047
19619,41643.203125
19620,35699.566406
19621,40590.785156
19622,38882.640625
19623,51232.296875
19624,36924.011719
19625,39615.917969
19626,38640.554688
19627,41924.066406
19628,43023.914062
19629,29228.285156
19630,30612.734375
19631,40941.058594
19632,32741.783203
19633,52872.410156
19634,39425.316406
19635,30336.642578
19636,28204.072266
19637,38892.945312
19638,27871.064453
19639,27660.123047
19640,25159.078125
19641,30092.882812
19642,30327.867188
19643,25042.384766
19644,29261.843750
19645,26817.587891
19646,21237.966797
19647,16959.755859
19648,26334.830078
19649,25480.195312
19650,16751.863281
19651,27062.349609
19652,10044.754883
19653,19631.962891
19654,7236.522461
19655,20857.337891
19656,20471.275391
19657,10861.104492
19658,19420.429688
19659,4369.552734
19660,8187.839844
19661,990.327942
19662,-1933.724365
19663,-5418.729492
19664,1987.936646
19665,332.337463
19666,291.454285
19667,-1372.639771
19668,3631.447021
19669,3662.263916
19670,-3271.970459
19671,6802.927734
19672,-7256.412109
19673,-14274.352539
19674,-1277.713501
19675,-5627.692383
19676,-9254.861328
19677,-3615.762939
19678,-18659.212891
19679,-13181.145508
19680,-17332.763672
19681,-21499.820312
19682,-19598.753906
19683,-3243.708008
19684,-13168.135742
19685,-21333.320312
19686,-19390.384766
19687,-10147.256836
19688,-24447.056641
19689,-20790.910156
19690,-22691.916016
19691,-37037.757812
19692,-20603.121094
19693,-28885.382812
19694,-28160.521484
19695,-33217.128906
19696,-39943.425781
19697,-22617.740234
19698,-31412.208984
19699,-34822.410156
19700,-34964.820312
19701,-32640.787109
19702,-35535.132812
19703,-34177.808594
19704,-27051.978516
19705,-31123.615234
19706,-45134.691406
19707,-34287.515625
19708,-42340.742188
19709,-42977.812500
19710,-39099.945312
19711,-41299.187500
19712,-40385.171875
19713,-41419.976562
19714,-44579.601562
19715,-54674.828125
19716,-41728.671875
19717,-37355.597656
19718,-39739.246094
19719,-41585.359375
19720,-27371.779297
19721,-35272.433594
19722,-39848.902344
19723,-42828.378906
19724,-35325.152344
19725,-31388.580078
19726,-49190.871094
19727,-44951.765625
19728,-34157.617188
19729,-41926.886719
19730,-41737.253906
19731,-43681.199219
19732,-39719.808594
19733,-35703.875000
19734,-37476.968750
19735,-36782.187500
19736,-37940.582031
19737,-35625.796875
19738,-40270.480469
19739,-36982.273438
19740,-44256.437500
19741,-32875.007812
19742,-32291.875000
19743,-38779.613281
19744,-41205.382812
19745,-37355.660156
19746,-37388.421875
19747,-34256.480469
19748,-32509.111328
19749,-33761.347656
19750,-36132.617188
19751,-25654.058594
19752,-43516.371094
19753,-23582.947266
19754,-31216.382812
19755,-26704.421875
19756,-29312.662109
19757,-22778.726562
19758,-18171.666016
19759,-24472.417969
19760,-31801.425781
19761,-12766.148438
19762,-24548.978516
19763,-10132.188477
19764,-12017.121094
19765,-16060.970703
19766,-6235.428223
19767,-11611.783203
19768,-9218.649414
19769,-8548.548828
19770,-16828.029297
19771,2088.904053
19772,-3214.970703
19773,-17205.445312
19774,-16059.161133
19775,5975.834473
19776,-321.144958
19777,-1132.775513
19778,10344.120117
19779,-6677.248047
19780,-1310.632690
19781,16027.199219
19782,15853.176758
19783,10975.277344
19784,15159.711914
19785,15773.221680
19786,10086.518555
19787,25674.773438
19788,20302.822266
19789,8416.237305
19790,19164.242188
19791,15443.270508
19792,10512.249023
19793,17692.492188
19794,19787.048828
19795,30662.257812
19796,19197.353516
19797,19973.605469
19798,14072.306641
19799,24176.476562
19800,35722.820312
19801,22585.347656
19802,28816.863281
19803,21909.890625
19804,36939.234375
19805,38900.722656
19806,32097.640625
19807,41952.101562
19808,35615.226562
19809,29150.511719
19810,34973.417969
19811,34316.691406
19812,39974.890625
19813,42316.160156
19814,35227.253906
19815,42035.101562
19816,50699.566406
19817,38226.535156
19818,36671.773438
19819,27347.666016
19820,32808.902344
19821,43628.296875
19822,40432.898438
19823,40812.792969
19824,48222.488281
19825,45329.710938
19826,46928.113281
19827,47277.156250
19828,42251.421875
19829,35963.679688
19830,47338.875000
19831,47595.484375
19832,51729.394531
19833,35815.328125
19834,47096.140625
19835,47849.292969
19836,39012.753906
19837,36646.960938
19838,44579.964844
19839,38475.093750
19840,31917.019531
19841,34288.312500
19842,46198.066406
19843,35362.156250
19844,43291.265625
19845,34522.925781
19846,28512.023438
19847,33027.093750
19848,38770.882812
19849,27291.048828
19850,19377.707031
19851,36320.406250
19852,28652.806641
19853,33111.406250
19854,23335.597656
19855,32232.287109
19856,36895.203125
19857,21177.812500
19858,37618.140625
19859,28564.748047
19860,30554.654297
19861,21290.408203
19862,17353.755859
19863,12067.458984
19864,13292.678711
19865,14287.708008
19866,7002.618652
19867,15021.487305
19868,18478.183594
19869,23587.708984
19870,9168.707031
19871,18090.552734
19872,17055.652344
19873,11784.556641
19874,15830.444336
19875,-2329.249023
19876,13289.621094
19877,13263.651367
19878,6564.335938
19879,16543.714844
19880,12731.146484
19881,4885.227539
19882,6374.708984
19883,-3595.904785
19884,7166.217773
19885,151.760300
19886,-4915.439453
19887,-4866.369629
19888,-10081.061523
19889,-3364.182861
19890,-10305.896484
19891,-11930.063477
19892,-7034.552246
19893,-21960.822266
19894,-20164.039062
19895,-13817.652344
19896,-5950.648926
19897,2009.139404
19898,-15071.187500
19899,-36636.871094
19900,-26046.533203
19901,-31233.597656
19902,-18958.373047
19903,-23453.564453
19904,-25566.646484
19905,-29300.605469
19906,-34395.437500
19907,-29611.414062
19908,-27730.447266
19909,-26270.296875
19910,-26705.050781
19911,-20808.373047
19912,-26937.632812
19913,-26066.480469
19914,-28913.029297
19915,-35681.867188
19916,-34156.769531
19917,-38538.500000
19918,-23075.808594
19919,-34425.824219
19920,-34777.035156
19921,-44759.128906
19922,-44694.585938
19923,-31652.466797
19924,-38750.726562
19925,-29911.763672
19926,-45140.523438
19927,-50395.269531
19928,-41426.644531
19929,-47038.859375
19930,-39740.164062
19931,-42702.460938
19932,-36337.937500
19933,-43748.058594
19934,-45897.722656
19935,-51992.218750
19936,-45737.113281
19937,-41150.472656
19938,-49433.234375
19939,-43742.117188
19940,-39616.082031
19941,-47193.121094
19942,-54296.332031
19943,-49655.195312
19944,-44824.988281
19945,-52083.558594
19946,-45960.558594
19947,-34532.210938
19948,-37372.011719
19949,-34227.835938
19950,-48516.843750
19951,-43046.089844
19952,-39466.960938
19953,-38895.347656
19954,-44283.898438
19955,-35881.250000
19956,-32724.984375
19957,-33364.027344
19958,-31706.509766
19959,-37036.656250
19960,-31166.875000
19961,-33385.160156
19962,-24743.646484
19963,-24925.935547
19964,-26273.111328
19965,-31490.185547
19966,-36111.785156
19967,-37684.437500
19968,-27239.865234
19969,-25526.505859
19970,-25930.851562
19971,-20256.365234
19972,-17252.150391
19973,-33336.429688
